"__typename","createdAt","comment","id","url","updatedAt"
"LinkSuggestion","2024-06-16T20:33:17.844Z","","7a1d3cf7-73bc-428a-af24-56f9f0a1ea28","https://www.spiegel.de","2024-06-16T20:33:17.844Z"
"LinkSuggestion","2024-06-16T20:32:18.083Z","","2969e524-345c-42c3-b4ff-f1672b1b3716","https://www.spiegel.de","2024-06-16T20:32:18.083Z"
